content,sentiment
@cptheartist 'wife a chick' LMAO!!  no problem with marriage. just negative symbolism attached to the jump-right-into-the ring bling thing,worry
Have you ever been so exhausted your entire body aches? I'm there! Lights out - Goodnight little tweets...sleep tight,worry
I feel like I need to catch up on twitter haven't done much of it this weekend!,worry
@AlimSalahuddin LOL!!! I'm going to see it maybe today,worry
@omgfasho brent is going to 789... and charles and dave we neeeeeeeeed to go,worry
@Jordanbrown Get her Clogging Shoes,worry
@stovertile Etsy handmade cards weren't any good?,worry
"@TheDailyBlonde No i am not a mom or dad, hmm well I will forward the link to my mom.  I am embarrassed now",worry
@rustycoon Edgefest!  or maybe  since you're driving...,worry
Hmm I guess where the world is headed 2day....Lets make predictions,worry
These difficult situation force us to think about marrying a lovable girl,worry
@JonathanRKnight so seriously...I need a date to a wedding. Really dont wanna go alone. Its May 23rd...any chance?,worry
I do amazing at beer pong with my brother,worry
"@schappie That's just weird... :\  Oh, and what was it you were drawing for me?",worry
@Yungrichhustla ohh kayy fasho if u go tonight have fun for me,worry
@FlyAArmy Yep- same here. I have to be in the mood 4 it.,worry
@Nora_78 I'm sowwy u have to work w/an idiot. I will call u if u want. Just to break up ur day.,worry
"@lindentreephoto Unless you mean the 2 hours a week i use for sleeping. Yeah, suppose i could use those",worry
i think i might have got a little bit of a tan today,worry
"@hma4983 I'm a laid back person for the most part, Vinny is the opposite.  Guess we compliment each other  it will all work out! How r u?",worry
@kricket_rc234 haha  yup. but still have a terrible headache and super swollen and puffy eyes! i dont think im going out today.ugh!,worry
To all the moms out there in this world have a HAPPY MOTHERS DAY,worry
"@CharlieShrem  alright...I'm going to get off comp now, go back to ur party  be safe  &amp; have fun!",worry
"juss boredd, !",worry
"enjoyed a good time out tonight.  Stupid movie, but good times losing at the pool table!",worry
@renu19 lol y??? .. trashed the kitchen ?,worry
@JayLink_ I'll be glad to help in any way I can,worry
@chi_weets don't hurt me :'[ I meant it in a good way  :],worry
Exhausted. Thank goodness my race is almost here! All this training is ruining my social life,worry
i love twitter,worry
@dorzki good morning  good luck! Belive in you,worry
"@invalid_reality damn, you're gonna feel that tomorrow, or tonight. Coffee = laxative.  How's the writing coming?",worry
My sister graduated today  it was amazing and super emotional. Wow ...,worry
"@ShannonKuhns Nah, they don't. All my Twiter followers are fabulous.",worry
About to leave the fights. I'm tired and my voice hurts.,worry
Halla Miss Haloom  .. how are you dear? am doing fine so far but .. eeem worrying about rationale project.. Allah eyaseer inshallah,worry
"@djStunz HAHAHAHAHAHHAAAA god Randy, I miss you!  hope you're having a great time buddy! catch a wave for me",worry
@da_gurl_cece what up?,worry
I have a tummy ache. Buy me this - http://tinyurl.com/pavh76 and I'll feel better.,worry
@shaundiviney best movie ever,worry
Just saw G.O.D perform I love you I thank you by MC Mong.,worry
@SassySpider follow me too,worry
@henrytweet good luck with the pump!,worry
@denverflyhigh Man it will be a sweep no worries,worry
Soooo high,worry
"@UncleRUSH Hope you get better. I know you will have the best medical attention. if not let me know, I will be right over",worry
Packing up and leaving inlaws house heading home sweet home... Had a nice weekend and back to work in a few hours,worry
At Bidor with @cincauhangus eating Wantan mee n drinkin Cham Ping.,worry
uploading new videos on youuuchuuub!,worry
2 hours 3 mins left.....THE PRESSURE!!!! We need to hurry  #48hours,worry
@JoeyyJ thats cool. My mom is a teacher in Burbank so we're always like right there. XP ahww i wanna go to the Bahamas!,worry
@jmstewart0220 I know!!  It was great!!,worry
@nadyogaga yes2 bgt! if everything goes well i'll catch their reunion concert,worry
@katekintail Better than nodding off when you're &quot;IN&quot; one  LOL,worry
Looks like I have a couple hours of software updates to install on the brand-new machine... feels just like Windows,worry
Happy mothers day!,worry
"@lightbrightly haha, dork  was it good, then?",worry
@Nololos yeah  just told Stanley its the only time I want to slap girls icky bitches encoraging bad behavior,worry
@jphauk huh what the fuck? Smelly? Noooo. I love alex Vixon,worry
Wal mart,worry
Trying to look up Iowa State Fair Art entry information. Hope to get a piece in this year and maybe win something or get noticed.,worry
@biancamichellee haha kk tell me when u remember,worry
sad that borders did not have guerrilla gardening book but otherwise a most lovely relaxing day,worry
Happy 11th  I'm going to sleep now lolz,worry
gooooonight twitter...... i hope im better tomorrow,worry
What does &quot;drink responsibly&quot; mean to you? Please share a tip (or two if you're drunk right now  ),worry
"@DurbinDigital LOL, yeah I do it cuz it just seems that way sometimes don't it",worry
@PlumpPeaches I'm glad you're little Prissy is doing well. It's obvious how much you love her w/the treatment she's getting,worry
"final one, over. only one more and two pages of an essay left",worry
"There's a 1,000 you's... there's only 1 of me...",worry
- had a great time at the 'block party' - so did mackenzie,worry
"@MichelleMontana lol..well..no. I've had insomnia since I was 23 :-/ &amp; since then dont sleep a lot of hours, but the ones I do are great!",worry
My dad's drunk off his ass. Today was successful.,worry
"Yep, this is about as &quot;boonies&quot; as it gets, if you look at the map   In transition. Gotta find a place and a job. - http://bkite.com/07kjR",worry
@lightgood thank you  You too! I hope this turns out to be a top week for you.,worry
im gettin off nd watch a movie nd have a couple of drinks nd shots   ill try 2 get get back on if i can,worry
hanging out with Dan and Brian in my room for my last night,worry
@findingurstyle lol it's funny but it's not the back... it's all in the legs ;) and I've never hurt my back! Thank God!  Thanks 4 watchin!,worry
if tonight was anything like summer i cant wait,worry
only got 22.90 in tips last night.. (N) but he earned bulk money anywho,worry
OK its official I&quot;M OLD! at least I feel likewise OLD &amp; TIREDD &amp; WASTED!!,worry
@andycane wow.... really?!? is this necessary??,worry
@kimberley_ thats coz we love you,worry
"nope, san leandro marina.    how are you?  hope you're well!",worry
Happy mother's day to all mothers here!,worry
@lexjosephine I heard about your reply! im so jealous! kevin is my favorite! haha,worry
@SusanRaymond thanks for the ok ...hope we can tweet more down the road,worry
Omg Wango Tango was fucking AWSOME! I love my baby for taking me,worry
@BLaCkitaLiaNa7 ay uuuu  happy mothers day,worry
"mothers day, happy mothers day mom",worry
@FokusChicagoKid Ah....okay,worry
Wine and Saginaki with 7 friends = good times,worry
"watched 100th episode of numb3rs. loved how they did a throwback to the first episode, using the sprinkler theory",worry
hip hop is alive &amp; well in nashville tn!,worry
Campfire and smores,worry
I HAVE NEW WORK COMING OUT,worry
I'm baking cookies. What are YOU doing?,worry
niggas got they eyes on me and i aint talkin bout da BM when i say i got 745 on me,worry
@DanielAlxander I like that...gonna have to re-tell,worry
@howardlindzon Obama support still at 821 - he's up 13% - needs to hedge his FAS position  heard he bought some stocktwits sweatbands,worry
@DrMeredithGrey i think she'll pull through.,worry
@tenticketthrill ahahaha! That's funny.,worry
@TinainMelbourne Will do,worry
"@niw Thought you should mention that you don't need to enable Growl in Tweetie to make your plugin work, and to avoid duped notifications",worry
can't keep eyes open....*shuts eyes*,worry
Is coming to the end of his first shift  6.30 local,worry
@MissSididdy ur welcome...anytime,worry
"http://twitpic.com/4wjjs - i aint a playah, i just crush alot.",worry
@misskg86 thanks kelly! that means a lot.  have you figured out your apt thing yet?,worry
"@gotsthepeppa woo! I was at whole earth tonight, maybe tomorrow some, let me know if you come back. Yay for wikipedia",worry
@LMRB besides when u come and visit ill have more room for u!,worry
"@FLallday Hey Kevin! Yeah, this one's gonna be a toughie for sure - not much sleep. Oh well, only 8 hours to go",worry
"Have been writing since 6pm &amp; I only have 300 words. Can't help but edit as I write. Stop it, self! Oh, I've also been researching too.",worry
@cubbygraham I wanna come!!! How come u didn't invite me!,worry
"@quincyanne Yes, I'm originally from Argentina. And very 'mystic' about that  ...ï¿½ bientï¿½t de te lire Quincy!",worry
havin fun my friend?,worry
its mothers day,worry
@ChrisPeezy angels even though I'm probably not the third... ANGELS AND DEMONS,worry
happy mother's day!  http://bit.ly/6fGxd,worry
"@iamjonathancook pleaase dont start dating her, that would suck, then disney kids would listen to ftsk. thanks",worry
@sareybarey I just watched that episode again last night.,worry
"@GenesisFireMoon Ah sorry to hear that, just saw pic of chi. and looks cool  I got beagle and ori-pei",worry
@donttrythis Something like that happened to me once: We closed the side door too hard and the engine locked up,worry
love it when my sister brags! but she's too tired too spell bowling right! haha its ok I &lt;3 her!!,worry
@cnystedt Good morning! I certainly did,worry
@tamij Where'd that ? come from? No pup for now. But certainly in the near future. Maybe a beagle. It depends. I do muss my fatboy.,worry
"@reesnicole We should have a twitter reunion it would be awesome to meet you all lol, iwonder howd iget that to pull off",worry
@charleshope When are you and @gracepiper coming over so we can violently agree?,worry
NKU - I can get that app after all!,worry
had a good time at prom. They played Jonas Brothers for me. pretty much made my night...,worry
Currently brushing up on the art and science of selecting good domain names (after having 550 domains the year before with poor results),worry
@smithld I picked up some stuff I missed the 2nd time  And to think you missed all the in jokes too!,worry
@Nemone1 going to imax @130am,worry
boooo on life decisions....bottle of wine be my lucky eight ball tonight,worry
"spirit week! Tuesday have to be in make up by eight so I can die later. School wednesday and thursday then, finally sleep in on Friday!!",worry
@prayingmother I like tweet deck and I'll try the other one u recomended Thanks,worry
@iamjonathancook awe,worry
Mother's Day has been good for me,worry
I just received a mothers day card from my lovely daughter wishing my a happy mothers day  http://tr.im/kWK9,worry
