content,sentiment
@Medi_Ready What's you're new cite/business about?? I'd love to hear about it  Doing the same myself actually,relief
@Victoryhawk It depends if you are having fun or not...,relief
"@HeatherHAL Thanks Heather, glad you like the dish",relief
"@harrislacewell You are a dope mom too! Love you too!!! Now stop drinking the mom juice, stop twittering and get some rest!",relief
"@E315 -. ---    .--. -... .-. --- .-.. . --   It would be better to hear that then read it, but it's a start",relief
@gashead Prowse? I got a Christmas card of him last year.  &amp; I wish I had the money right now. Saving for an apartment,relief
feels great after solving a minor but long term problem with 3ds max just now!  Maybe I should try animating the avatar after all? xD,relief
"@princeryan No, I'm waiting for it to come to DVD. (I'm frugal.)  You saw it?",relief
Off to see my lovely mum  Then maybe star trek!,relief
yey finally home,relief
@itouchiphone thanks got it will contact you if i am having troubles!Thanks,relief
"eating nothing, drinking water, about to watch a movie, join me?",relief
"@tararizing so i'll excuse your love for the Cavs and the west, even though I don't share it!",relief
@MichaelHotaling Thanks for the thoughts... Unfortunatly it didn't work out like we hoped... ah well. The paintings were beautiful.,relief
woke up from napping  finally got the sleep i needed,relief
@Joviswillow Loved those books   Did you read The Host?  Amazing storyteller.,relief
"@bobbyrettew  That makes my day so much better, it's been a rough one. Did I mention I love the new photo!",relief
@NLiukin hey i know ya dont know me but i wanted to say yopu have helped me a lot i was over in iraq and i wanted to thank you,relief
@GeorgiaPrincez No but I just checked and got it LOL. You are ok! I went live for a few minutes and everything is fine.,relief
"7 hours and many massages later, I can now spend time with my wife and son. It's mother's day ya'll. Don't forget to grab a gift or card.",relief
1 John is an amazing book. Just what I needed to brighten my mood.,relief
Back from a long day of working it's good to finally be at home.   How is everyone tonight?,relief
"@LilPecan We people? I'm just an amateur Ark builder, no political affiliation. All are welcome",relief
seen mi abueltia at the hospital... she's doing good!,relief
"@ddlovato Glad u r back Demi! You're such a talented, authentic and amazing girl. Keep doing what you love, you're making it brilliant",relief
Fashion Show is done &amp; only one slip...now cooking &amp; having a glass of wine or two,relief
correction...a hot coco in my NKOTB cup  what a sweety!!!!,relief
@leighwsmith better safe than sorry!  Glad everything is okay.,relief
@socks_b_rockin hey it's Julia. On twitter. Don't faint. I'm trying to get it to send to my phone,relief
Okay people my fones charged,relief
"I can only message those who message me, if we're fwends...so those that want replies..follow me.  hmm..that sounds funny..",relief
I know exactly where i should be,relief
@PochaccoYoly  as long as you're okay...,relief
Laying with lyndi on drive way. Drinking tea. Listenin to music. Takin pictures. Just a Chillin.,relief
"@ff3725 She must be able to tell we're reprobates, despite your endorsement. She sounds pretty smart!",relief
is  happy  cause  my  voice  is  back  &lt;3,relief
happy all my studying and all nighters payed off,relief
i'm so happy i aced my final!,relief
"@brigwyn Yup, everything's there.",relief
"Anyone have an extra Keane ticket? I promise to buy you a drink and take rad pics for your FB / Blog / Flickr., etc",relief
good! now i don't have to answer the question 500 times a day,relief
"@CrZy4Him girl, when you crash, it may last for 2 days",relief
Sadness is a necessary evil in life; it gives us reason to remember and appreciate the things we lose,relief
"this aztec mask is harder then i thought! but u kno what, i think i did a pretty good job for not being an artist",relief
Mock AP Chemistry exam today! Then to Central Park!  Is there gonna be a AP Chem v. AP Bio tournament?!,relief
@SherriEShepherd hey Sherri -- don't give up b/c they're married; they may have a brother or a friend!,relief
@alaina_ Lmao I know!! They have two days off. Good thing for them,relief
Relaxing,relief
Had a good end to a busy day and now I'm off to bed with a full belly of sushi,relief
@DavidArchie @Hatz94Music i just want to wish your mom a happy mothers day!,relief
"@WalkingHorse Fear not! You deserve alot, you care for animals. )) I'll get some food, don't worry!",relief
"@MICHALL_BODUCH Awww, you will get more friends on facebook. Just be yourself and people will add you",relief
@staciemwhite Its over for them,relief
A shower feels so refreshing after a long day at the fair,relief
Finally home sweet home,relief
@Linz__marie lol..french toast sticks too!,relief
@rsxy ive been spending time w/my momma! we're celebrating mother's day for her early  ive been good! how was woodburn?,relief
"Yeah, I think we've earned it!",relief
@GregCarter I hear ya. You'll have to go back to work to rest.,relief
Chillin at a bbq gettin my drink on,relief
"@aprilyim @nesarajah he's hard to please, methinks he has the picture in his head just fine",relief
tired as hell!!!! bed time from cara  nighty night twitter world..,relief
just got done washing dishes not too long ago,relief
@Hey_B @Cabbrock thank goodness!!,relief
Just finished with a little booty duty  that was a work out. Now I'm hungry. .,relief
@MishaSaysRawr i'm totally gonna have money to actually buy a pair of shoes this time,relief
Just got off the phone with garrett.  still cleaning my room. It s raining  that makes me feel better,relief
"@seetiggerbounce White House Correspondents Dinner, funny stuff for political junkies. #whcd   I'm a recovering addict.",relief
"@idann, now that sounds better",relief
@Strabismus You are too kind! I swear I'm always feeding someone!,relief
"@rvagirl Oh I believe you...   sooo @RebeccaNavarro thinks she belongs elsewhere, I say I dont think so...",relief
"Thank you, Afrin Nasal Spray! Also, I got a giant teacup tonight!",relief
@KeepinUpWKris  Have a Happy Mothers Day! I thought u had blocked me cause i couldn't get anything thru the other day,relief
took 8 trips to basement to move books from my room - i have a floor again,relief
"is home  i love traveling, but there is nothing like coming home!",relief
@bencredible hopefully the weather has been nice/cooperating,relief
It's official - Liberty Grand is my new fave reception venue... Will blog some shots Tuesday,relief
It's good to be home,relief
@sayitwithecards Thanks for the #followfriday!,relief
"Mom, happy mother's day  love you. Thanks for everything. I'm sorry for being such a spoilt brat all the whiles. You are my HERO!",relief
The time Is 3.50am and if finished my essay  I can have Sunday off  woop,relief
lifes been sweet ever since thursday    im totally livin the life right now,relief
@dpbkmb Thank you for FF,relief
it sleepy time  [&lt;cody&gt;],relief
@StorySeeker lol...but they aren't here! I'll tell them to do that Monday. lol,relief
@davorado Bet she plays on Medium and you play on easy too huh...  #iPhone #Fun #Game,relief
im officially done with school til fall.,relief
"@SweetIsa it was a crazy time, nothing to be ashamed of that you were timid. you were osocute in your bashfulness",relief
http://twitpic.com/4w9ce - my future car ! I love it !,relief
Is it possible to pass out he your laying down? Bed soon if i can sleep &lt;3,relief
"Made breakfast for bf; went to sears to pass my drivers test! stayed with minh for a lil, sauna&amp;spa with aunt, uncle &amp; mom; FINALLY HOME",relief
its funny how people can forget their anger with the arrival of other people they least expect to see,relief
@AimeeLady Lol... She is fine the way she is  How has your weekend been?,relief
@chaotic_barb I'm totally with ya.  I blocked the negative from my stream,relief
"after some pizzas, going sleep",relief
finally made it to phoenix!  I am home.,relief
Make sure your mom knows you love her,relief
Finally at home,relief
just got home from the show opening.  fantastic. thanks to everyone who came out,relief
@StickySoyChai well that propels people to change direction. No point wasting your days on something you lost the passion for.,relief
@moonfrye I thought I was the only one with the tags on the outside of my shirt,relief
over him  finally,relief
finally got my SayNow account up and running  YAYY JBs got a Canadian SayNow number!.. is anyone else using their landline phone? CALL ME!,relief
@perivision btw - downloaded iphone 3.0 sdk,relief
its awful breezy out here good thing they sold blankets!,relief
"@kakakatey That's cause Ovie is the one man team and when they show Pens highlights, it's the whole because we have more than 1 superstar",relief
Summer is finally here! Graduation in a week!,relief
Phase 2 was a success. Self discovery is vital. Phase 3 is only mins away. Cool &amp; Classy baby! Shout out 2 &quot;D&quot; yeah mane!,relief
just got out of the shower.. man i feel good..,relief
